file_id,user_id,subforum_id,num_contexts,label_text,sentence,label
30670272_1,575127,1362,2,hate,Dude stink bomb this event  when it gets dark  chuck a bunch of them on the floor  different spots  when the chimps start jiving and grooving  they will step on them .,1
13844126_1,592479,1391,0,hate,I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,1
14671829_8,573247,1371,5,hate,Tell them we 'll legalize drugs and pedophilia .,1
13164902_3,576137,1345,0,hate,I hope this little groid tortures her .,1
30384167_3,575992,1354,0,hate,This jew idiot is spewing nothing but propaganda .,1
30468360_4,579340,1354,0,hate,You weather the zionist storm well  my brother .,1
13856045_1,574043,1391,2,hate,The problems start when you start to accommonadate these people in the first place !  give an inch and they 'll take a mile ......,1
30545472_2,575397,1388,0,hate,And they will flood into all white countries as much as they can !,1
13476970_3,572196,1346,0,hate,Well I wonder if its started messing with the daughter yet .,1
14023149_1,574612,1387,0,hate,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,1
14039896_1,578507,1387,3,hate,Yeah we could do with the same amount of black rapists as the Nordic countries are privileged enough to have .,1
14078237_1,581367,1383,0,hate,If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India )  maybe they would n't be starving and so poor .,1
30658687_1,735191,1354,1,hate,This is the same race that thinks raping babies cures AIDS .,1
14290356_1,581139,1380,0,hate,I for one plan to hang the last jew with the guts of the last capitalist .,1
13475861_1,574312,1345,0,hate,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,1
14670891_2,572134,1371,4,hate,High time they get back to mother Affika and fix that mess .,1
13587085_1,572043,1393,0,hate,We've had a couple of similar cases in Finland  when a nig purposefully tried to give dozens of Finnish women hiv/aids .,1
14018972_4,574578,1388,0,hate,I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,1
30457462_2,575397,1388,0,hate,HIV/AIDS is n't killing them off fast enough .,1
13443966_2,578935,1347,0,hate,And it ai n't your daddy 's New World Order either  more like a Jew World Order .,1
14038941_2,580185,1387,0,hate,That 's it I slag off anyone who did n't vote BNP or NF .,1
14419990_1,572711,1375,0,hate,The Jewish race is without any doubt the greatest threat to the survival of the White race .,1
13465908_1,572896,1346,0,hate,France has been gone for a long time  we will have to retake it later because there will be no French people in not too long .,1
13855831_1,584865,1391,0,hate,another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,1
14112377_2,599942,1381,0,hate,I guess they would not want to offend an ape .,1
13269862_1,572208,1345,0,hate,As soon as i found out she was with child by a mulatto and she 's a wet back too  I suddenly found her to be repulsive and shall never watch anything she is in again .,1
14031239_1,596278,1387,0,hate,You will know it is a nightmare on day you wake up and you have a black muslim running your country .,1
30750298_2,572033,1354,11,hate,Holocaust has no business in there .,1
14405792_1,575517,1375,0,hate,Latest reported attack on students by the local Negroes was on a couple out getting a pizza in the late evening hours  4 Blacks jumped them on their walk home .,1
13061423_5,573125,1345,0,hate,It is n't enough that we support mesico now we have to support africa .,1
14668181_1,573396,1371,1,hate,Yeah after losing peanut butter as their claim to fame  they 'll have to fall back on the Super Soaker .,1
13853553_1,592575,1391,0,hate,Hopefully they will get deportation orders and be on the next flight back to Cairo .,1
14673273_1,572225,1371,0,hate,Traditionally there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .,1
14659168_2,573366,1371,1,hate,They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .,1
14411050_1,587508,1375,0,hate,The next world cup will be the greatest murder and rape fest since Katrina .,1
13621261_7,579371,1393,0,hate,May they be put away for good .,1
13488146_2,585682,1395,2,hate,We are more concerned about ZOG controlling US and Russia .,1
14035106_1,582213,1387,0,hate,Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,1
30458837_2,734895,1348,1,hate,A lot of white women are trying to create danger by drawing these other people into our countries .,1
13459148_2,582330,1347,1,hate,Once again  blacks showing they cannot control themselves .,1
13867457_2,579436,1391,0,hate,When I hear the term `` American ''  I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .,1
30511208_1,572037,1388,0,hate,Whites wo n't exist in Canada anymore they all have left or mixed themselves away basically leaving Canada to become a large ghetto,1
30762980_2,572043,1354,0,hate,I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1
13563834_2,580949,1347,1,hate,The natural royality of the planet was not the posing apes  but the Overman .,1
30415022_1,575936,1359,0,hate,I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1
30394464_2,576945,1396,0,hate,And here 's what David Irving 's site offers on Hitler 's Table Talks .,1
31777632_1,586973,1363,0,hate,It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school  every teacher I had was very liberal and anti-racist  and could barely accept the truth .,1
12834493_1,572058,1396,0,hate,She may or may not be a Jew but she 's certainly stupid  she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on  what a muppet !,1
31495527_1,578002,1345,0,hate,Yeah she 's gonna end up just like the last hoe bag that got involved with the same chimp .,1
12882281_1,577081,1345,0,hate,This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,1
14678374_2,604930,1371,0,hate,So therefore they 're not the dumb brutes like blacks are .,1
14109373_1,600437,1381,1,hate,I'm looking for a white enchanting girl  That I can have by my side  . through the thick filth that us americans go through and the best of times aswell .,1
31757290_1,574608,1363,0,hate,Your history teacher has to do what the zionist butt heads want them to do .,1
14673237_1,574041,1371,0,hate,Miami( I do n't know how Don can stand living down there ) Hispanic - 279456 ( 70.0 % ) Black alone - 64993 ( 16.3 % ) White alone - 47622 ( 11.9 % ) Asian alone - 3649 ( 0.9 % ) Two or more races - 2642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami  Florida ( FL ) profile : population  maps  real estate  averages  homes  statistics  relocation  travel  jobs  hospitals  schools  crime  moving  houses  news  sex offenders,1
14038566_4,596097,1387,0,hate,Thanks to the imported filth that  like our land under its current occupation .,1
12959694_1,578336,1345,5,hate,Yes he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.,1
13450081_1,576824,1347,1,hate,Whites in all their glory against impossibly large hordes of non-whites .,1
14671966_2,573247,1371,0,hate,If they want to fire all these leftist moonbats and replace them with genuine White conservatives  I 'm all for it .,1
13595139_1,575845,1393,0,hate,I say let him in and let him rant his mouth with all the Mudslums !,1
14299829_2,579715,1380,0,hate,I 'm in Birmingham  myself and even the nicer suburban area where I 'm from is getting darker and darker .,1
14675480_3,575539,1371,0,hate,Anyways  smearing a single DNA stem with black DNA is horrible .,1
30585975_1,572116,1362,0,hate,yeah maybe if you are Jewish They just warm up the old money printing press when they might feel like they are getting low .,1
31752052_1,626679,1363,0,hate,Maybe blacks are n't better  but their body is more shaped to hunt animals .,1
13290167_1,580749,1345,0,hate,A public execution for these animals would go a LONG way to point to justice being done ; it would never bring the girl back ; but I guarantee it would send a message ............................,1
13857116_1,586778,1391,1,hate,This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,1
13503863_2,572475,1395,0,hate,I could never picture the site of one of the women of the Holy Rus shacking up with some Islamic mud from that fithy  impoverished  and godforsaken mountainous * * * * hole !,1
31746201_2,599570,1363,0,hate,Bbut they are creeping in slowly seeing more and more these days .,1
14029408_3,575451,1387,0,hate,They 're so close that many believe we interbred  you ca n't interbreed with a chimp .,1
14669086_2,572460,1371,0,hate,Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,1
30603583_3,578431,1359,0,hate,He got what he deserved .,1
30561738_1,572144,1362,0,hate,I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,1
12871534_1,577234,1346,2,hate,These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,1
13439833_2,576386,1347,0,hate,It 's a symbol demonstrating a lack of oxygen to the head of all its members .,1
14100549_1,574058,1381,0,hate,I have n't  because I threw out my TV in the mid-1990s when there were to many blacks on TV .,1
13590680_1,579436,1393,0,hate,And now Sweden 's down against the nig nogs ... well at least it was very close  and they only lost in overtime ...,1
13060199_2,579203,1345,0,hate,`` Those evil Whites .,1
31783500_2,599830,1363,0,hate,It makes my flesh crawl when I see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers. : attack,1
14095164_2,590239,1381,0,hate,I too am from cali  but moved out to utah to get away from all the filth .,1
30701099_1,603603,1362,0,hate,I'm sure the Jews in Scandinavia dumb down the education systems there too .,1
30413511_2,734612,1354,0,hate,Maximum resistance towards Zog !,1
12905789_1,578201,1345,2,hate,I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well  I think you get my point .....,1
31449061_1,572067,1346,1,hate,Marxist Subversion happened .,1
14062533_5,576775,1383,0,hate,Verl : Rechts-Rocker lebt bürgerlich in Verl | Neue Westfälische  Nachrichten aus Ostwestfalen-Lippe  Bielefeld  Gütersloh  Herford  Paderborn  Höxter  Warburg  News  Meldungen  Informationen - Neue Westfälische - Verl For days over Yule  the Zionist controlled press and Antifa scum have been laying siege to Marco from Sleipnir 's family home .,1
14665709_1,572909,1371,0,hate,I've heard that men with AIDS in Africa think having sex with a virgin will cure them .,1
13457765_2,577846,1347,1,hate,It 's going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !,1
30632835_1,605804,1362,0,hate,Our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create .,1
13501379_1,586486,1395,0,hate,I think there is more threat from Russians than from Jews .,1
13857875_1,574905,1391,0,hate,Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,1
13594641_1,589801,1393,0,hate,when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1
30771696_1,572847,1354,0,hate,Holocaust is a Holohoax .,1
30537231_2,573598,1362,1,hate,Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .,1
14279550_3,573505,1380,0,hate,Living in a boarder state  Texas  the problems of illegal aliens is  naturally  a stark reality  and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .,1
12834217_4,572066,1346,0,hate,Click below for a FREE download of a colorfully illustrated 132 page e-book on the Zionist-engineered INTENTIONAL destruction of Western civilization .,1
30496402_1,575397,1388,0,hate,I honestly hate Indians  Muslims  really anything with brown  black or yellow coloured skin I hate .,1
13480152_2,580712,1346,0,hate,We need to eliminate all of those elements from the white race .,1
13843868_2,591203,1391,0,hate,On a short holiday  Go back and do something about your own country and stop putting crap on our doorstep !,1
13848765_1,592436,1391,1,hate,They should be forced to wear the hijab to show that they are different from us .,1
30568938_2,575696,1347,0,hate,Just because we can `` breed '' does n't mean we should .,1
14659168_1,573366,1371,1,hate,The same way they take advantage of the state everywhere else .,1
31755187_1,750212,1363,0,hate,whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,1
14668596_2,579280,1371,2,hate,By their words and deeds  they declare themselves to be staunchly in favor of the genocide of our people .,1
13641599_1,581944,1391,1,hate,We're letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them .,1
14017062_2,577037,1388,0,hate,I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black  brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .,1
13455190_1,575082,1347,1,hate,Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,1
14078237_2,581367,1383,0,hate,No wonder this races achieve nothing .,1
30486700_1,734778,1388,0,hate,There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .,1
31766352_1,587111,1363,0,hate,well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l,1
14660182_1,573278,1371,1,hate,Well maybe they 're slowly working their way to destroying Eastern Europe .,1
14661112_1,572285,1371,0,hate,I'm young and viciously angry I 'm not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are n't human in my eyes Anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me WPWW,1
14068441_1,597594,1383,3,hate,All of ukraine is Russia/Poland/Romania  you fake ukrainians .,1
14418441_1,572167,1375,1,hate,Actually it 's not us who 's killing them ... it 's they who are killing us .,1
12842423_2,572506,1397,0,hate,It 's another way to destroy Hungarians on top of promoting * * * * * * music  race mixing and pornography .,1
13450842_2,579071,1347,3,hate,Our enemies have used RACE against us and are currently trying to destroy our RACE through a variety of different means .,1
14670936_1,575683,1371,1,hate,Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,1
13288491_1,580733,1345,0,hate,Yes the negroes have been busy the last few weeks but we have to expect it because nothing is being done to them when a crime is committed,1
14026071_1,578591,1387,1,hate,They are no better than their daughters  they should have disowned them instead of parading a kid around town that looks nothing like them .,1
12856933_1,576045,1346,0,hate,It would be great if we could get every last white out of there so no one would be there to fix things .,1
14667987_2,593434,1371,1,hate,Hopefully they wo n't settle in US black communities and pick up their bad habits .,1
12858198_1,575773,1346,0,hate,I will at least never willingly pay to see this propaganda  maybe just watch it for free to show the influence the jews have got in the white genocide to people .,1
14061449_1,577015,1383,0,hate,POLICE ARREST MOORE STREET  DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .,1
13592326_3,572266,1393,0,hate,Her tainted feet have no place in Sweden .,1
30645469_1,572445,1359,0,hate,Yeah but back in the day there were n't that many millions nigs and wetbacks .,1
12899202_1,572684,1345,0,hate,General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,1
14653309_1,614190,1371,0,hate,I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,1
30428425_1,573009,1348,0,hate,They are completely different from us and should not be living within sight of us  go back to Africa and die out .,1
30582420_2,573419,1359,0,hate,Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,1
13855496_1,587508,1391,7,hate,Watching those videos makes me feel like im going to explode with hatred for those creatures .,1
12848217_3,575810,1346,0,hate,I was basically a babysitter  and the apes went nuts  and frankly  I could not control them and had to press the panic button twice to get someone to help me .,1
30453770_1,572990,1354,1,hate,You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,1
12849072_1,575922,1346,0,hate,I like to listen to this preacher  but why do black prreachers always have to scream .,1
30677075_1,575083,1347,0,hate,Typical Negro .,1
14266657_1,579231,1380,0,hate,what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .,1
30582398_2,572999,1359,4,hate,The negro is for White genocide  and I have nothing for the negro  not even sympathy in any way .,1
30653614_1,579130,1346,0,hate,Homosexuals ca n't undo the fight against White Genocide  only hypocrites can  I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .,1
14037300_1,596600,1387,0,hate,Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .,1
12882012_2,577734,1345,0,hate,I reported some time ago that negroes will even strip the bricks off your home while you are away at work .,1
14035723_1,572058,1387,0,hate,Depending on which part of Scotland you 're going to I might have some bad news for you about the Kaffirs .,1
13946706_6,594309,1388,0,hate,18 times in the last 20 years It 's time for the next generation to fight back to regain our country ..... the baby boomers will lose it for us if we do nothing .,1
30603399_2,578431,1359,0,hate,Have you noticed when white 's beat on blacks they usually end it with one punch and then leave the ape alone .,1
14670451_2,572225,1371,1,hate,Without us they would still be living in mud huts with sharpened sticks .,1
13481772_2,577495,1345,0,hate,Their stories have been told before  so instead of showing the pics of the non WHITE garbage that took from them  I am just going to post their pics so they will not be forgotten .,1
14036151_1,595761,1387,1,hate,one is one too many  i bet all the white girls and wiggers go crazy for the young coon  whichever school you are in  wigggers outnumber metalheads or `` normal '' whites,1
12901653_1,578119,1345,0,hate,That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .,1
30682425_3,572324,1346,0,hate,Even the queers in small towns have been emboldened to go out and peddle the homosexual agenda .,1
14034947_1,572285,1387,0,hate,WTF Well done liberals you have ethnically cleansed a 20000 + yr old race of beautiful and unique white people from their own country This is a sick and vile crime I 'm crying when i look at those pictures i do n't care if you laugh and say it 's gay to cry because my people will no longer exist in 100yrs 20.000 yrs destroyed in 100 My beautiful race dying ! i do n't know what to do,1
30496810_1,575397,1388,0,hate,I have no doubt Los Angeles is a cess pool .,1
12843037_1,574957,1396,0,hate,i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,1
13293414_1,572180,1345,1,hate,Nevermind found the new page Knew it had to be a groid .... any report of rape ?,1
13862779_1,580968,1391,0,hate,The rag-heads dont have the numbers to kick off in Ireland yet  but when they do  you will know all about it .,1
13406897_1,579436,1345,0,hate,He's a retarded feral negro ( yes  feral humans who cannot talk occasionally pop up  having been abandoned as children. ) .,1
30744435_1,573148,1346,0,hate,If the International Drug Cartels are causing so much DEATH and DESTRUCTION in Mexico  then why allow them to just walk across our Border ?,1
13862051_2,592775,1391,0,hate,They sound so naive  when will they learn that these people do not want to intergrate just accumulate .,1
14300900_3,579227,1380,0,hate,When the non-whites come we should stand together and send em packing  like they do to us .,1
14670190_1,575708,1371,0,hate,Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .,1
31754206_1,747832,1363,0,hate,ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her '',1
13860974_1,589430,1391,0,hate,I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!,1
14037278_1,578715,1387,0,hate,Liberals change the facts to fit their deluded narrative  intelligent people change the narrative to fit the facts .,1
33222250_1,572710,1346,2,hate,I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,1
31748709_1,586704,1363,0,hate,miscegination is a killer for all races. it destroys perfectly good DNA  even nonwhite DNA. we might need our diversity some day to save an entire species. it would be a shame if that DNA was destroyed becasue of some leftist ideal bullsnot,1
30682425_2,572324,1346,0,hate,Faggots are always pushing their homosexual agenda .,1
13285245_4,573347,1345,15,hate,Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,1
14030456_1,582828,1387,0,hate,We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,1
14650949_2,574041,1371,0,hate,These feral negroes stalk white women  rape and kill and  no one seems willing to stop them .,1
14671829_5,573247,1371,5,hate,Want a libtard to oppose abortion ?,1
30709795_1,578149,1362,0,hate,Good it is about time those progressive libtards got theirs for the generations of young white minds they have perverted with their pseudo-education .,1
13471827_1,581678,1346,4,hate,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,1
30654444_1,734533,1354,21,hate,I guess it is all Jews because that rabbi guy who says we must to serve Jews was a Iraqi Jew .,1
33633437_1,573169,1388,0,hate,Meanwhile those nonwhites continue to breed even as their nonwhite societies continue to inflict their harsh uncivilized nonwhite culture on us .,1
12883092_2,577821,1345,0,hate,http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish  not sure  he has a big kosher-lookin nose .,1
14095579_1,573498,1381,2,hate,I so hope that coon got life in jail or the death penaltyYou did and are doing the best you can nobody can ask for more .,1
14411099_1,576425,1375,0,hate,So long as http://ghettobraggingrights.wordpress.com/ exists I will not only think of blacks as sub-human savage beasts with no more self-control than a rabid dog  but refer to them as such .,1
31744146_1,599498,1363,7,hate,They probably stole a bunch of stuff .,1
14021558_2,574578,1388,0,hate,At least shop where a white is at the counter is my rule .,1
13845145_1,592499,1391,0,hate,So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .,1
30392059_1,572770,1362,0,hate,Thank you so much for this  one day I hope the next generation is spared from the travesty brought by Public Schools  and private ( Jews can easily fake being Christian ) .,1
13060199_3,579203,1345,0,hate,We have to kill off all of the Whites so we can go back to eating cow dung ! ",1
13461050_1,582330,1347,0,hate,More black-on-white savagery : YouTube - Racist Black gangs are targeting White men for hate crimes in Baltimore YouTube - White Boy Beat Up Because of Slavery YouTube - 32 gangbangers arrested in hate crime roundup for targeting Whites and Latinos YouTube - Violent  racist African immigrants,1
13285989_2,573347,1345,22,hate,Then we will see who is afraid to leave thier homes after dark or venture into the wrong ' hood .,1
14669476_2,582530,1371,2,hate,Him  his wife  and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .,1
